dd,Month,Product Category,Sales,Location
1075,2023-10-01,Novelty,390,fail_road
1076,2023-10-01,Phone Card Fee,160,fail_road
1077,2023-10-01,Supplies-retail,326,fail_road
1078,2023-11-01,Cigarettes,291,fail_road
1079,2023-11-01,Other Tobacco,463,fail_road
1080,2023-11-01,Beer,274,fail_road
1081,2023-11-01,Wine,350,fail_road
1082,2023-11-01,Packaged Beverages-nonalcoh,362,fail_road
1083,2023-11-01,Candy,184,fail_road
1084,2023-11-01,Fluid Milk Products,344,fail_road
1085,2023-11-01,Other Dairy Deli,161,fail_road
1086,2023-11-01,Pkg Sand Other Products,137,fail_road
1087,2023-11-01,Packaged Ice Cream Novelty,310,fail_road
1088,2023-11-01,Frozen Foods,425,fail_road
1089,2023-11-01,Packaged Bread Comm Bakery,433,fail_road
1090,2023-11-01,Salty Snacks,372,fail_road
1091,2023-11-01,Packaged Sweet Snacks,405,fail_road
1092,2023-11-01,Alternative Snacks,417,fail_road
1093,2023-11-01,Fresh Foods - Perish Groc,72,fail_road
1094,2023-11-01,Edible Grocery,204,fail_road
1095,2023-11-01,Non-edible Grocery,84,fail_road
1096,2023-11-01,Health And Beauty Care,493,fail_road
1097,2023-11-01,General Merchandise,413,fail_road
1098,2023-11-01,Publications,54,fail_road
1099,2023-11-01,Automotive Products,375,fail_road
1100,2023-11-01,Store Services Fee Income,251,fail_road
1101,2023-11-01,Store Services Fee Inc Tax,450,fail_road
1102,2023-11-01,Ice Bags,390,fail_road
1103,2023-11-01,Hot Dispensed Beverages,200,fail_road
1104,2023-11-01,Cold Dispensed Beverages,476,fail_road
1105,2023-11-01,Frozen Dispensed Beverages,259,fail_road
1106,2023-11-01,Car Wash Sls,282,fail_road
1107,2023-11-01,Car Wash Vending Sales,112,fail_road
1108,2023-11-01,Chilled Bev Fee,118,fail_road
1109,2023-11-01,Coupons,422,fail_road
1110,2023-11-01,Cravins To Order,135,fail_road
1111,2023-11-01,CTO Ing Shelf Stable,385,fail_road
1112,2023-11-01,Fe Gift Cards Radiant,172,fail_road
1113,2023-11-01,Floral,142,fail_road
1114,2023-11-01,Fresh Bakery,147,fail_road
1115,2023-11-01,Gen Merch Scan Data Sales,416,fail_road
1116,2023-11-01,JW European Cafe,346,fail_road
1117,2023-11-01,Lottery Instant Tickets,274,fail_road
1118,2023-11-01,Lottery ITVM Instant Tickets,486,fail_road
1119,2023-11-01,Lottery Online Sales,160,fail_road
1120,2023-11-01,Manual Fuel Radiant,338,fail_road
1121,2023-11-01,Money Orders Radiant,464,fail_road
1122,2023-11-01,Money Transfers,175,fail_road
1123,2023-11-01,No Scan Merch Radiant,209,fail_road
1124,2023-11-01,Novelty,123,fail_road
1125,2023-11-01,Phone Card Fee,318,fail_road
1126,2023-11-01,Supplies-retail,399,fail_road
1127,2023-12-01,Cigarettes,392,fail_road
1128,2023-12-01,Other Tobacco,381,fail_road
1129,2023-12-01,Beer,450,fail_road
1130,2023-12-01,Wine,293,fail_road
1131,2023-12-01,Packaged Beverages-nonalcoh,438,fail_road
1132,2023-12-01,Candy,56,fail_road
1133,2023-12-01,Fluid Milk Products,486,fail_road
1134,2023-12-01,Other Dairy Deli,410,fail_road
1135,2023-12-01,Pkg Sand Other Products,431,fail_road
1136,2023-12-01,Packaged Ice Cream Novelty,369,fail_road
1137,2023-12-01,Frozen Foods,149,fail_road
1138,2023-12-01,Packaged Bread Comm Bakery,88,fail_road
1139,2023-12-01,Salty Snacks,93,fail_road
1140,2023-12-01,Packaged Sweet Snacks,404,fail_road
1141,2023-12-01,Alternative Snacks,77,fail_road
1142,2023-12-01,Fresh Foods - Perish Groc,209,fail_road
1143,2023-12-01,Edible Grocery,269,fail_road
1144,2023-12-01,Non-edible Grocery,438,fail_road
1145,2023-12-01,Health And Beauty Care,261,fail_road
1146,2023-12-01,General Merchandise,230,fail_road
1147,2023-12-01,Publications,129,fail_road
1148,2023-12-01,Automotive Products,87,fail_road
1149,2023-12-01,Store Services Fee Income,163,fail_road
1150,2023-12-01,Store Services Fee Inc Tax,377,fail_road
1151,2023-12-01,Ice Bags,440,fail_road
1152,2023-12-01,Hot Dispensed Beverages,267,fail_road
1153,2023-12-01,Cold Dispensed Beverages,421,fail_road
1154,2023-12-01,Frozen Dispensed Beverages,413,fail_road
1155,2023-12-01,Car Wash Sls,333,fail_road
1156,2023-12-01,Car Wash Vending Sales,484,fail_road
1157,2023-12-01,Chilled Bev Fee,286,fail_road
1158,2023-12-01,Coupons,239,fail_road
1159,2023-12-01,Cravins To Order,151,fail_road
1160,2023-12-01,CTO Ing Shelf Stable,345,fail_road
1161,2023-12-01,Fe Gift Cards Radiant,102,fail_road
1162,2023-12-01,Floral,99,fail_road
1163,2023-12-01,Fresh Bakery,298,fail_road
1164,2023-12-01,Gen Merch Scan Data Sales,435,fail_road
1165,2023-12-01,JW European Cafe,183,fail_road
1166,2023-12-01,Lottery Instant Tickets,108,fail_road
1167,2023-12-01,Lottery ITVM Instant Tickets,257,fail_road
1168,2023-12-01,Lottery Online Sales,225,fail_road
1169,2023-12-01,Manual Fuel Radiant,112,fail_road
1170,2023-12-01,Money Orders Radiant,120,fail_road
1171,2023-12-01,Money Transfers,493,fail_road
1172,2023-12-01,No Scan Merch Radiant,259,fail_road
1173,2023-12-01,Novelty,83,fail_road
1174,2023-12-01,Phone Card Fee,215,fail_road
1175,2023-12-01,Supplies-retail,171,fail_road
